,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
154,2023-03-23,3,11,2015,2020,1997,2010,238300,2010,0,0,0,0.05,1,620700,205800,43,1,0.0209449585971749,5
155,2023-03-22,2,11,2075,2075,2030,2053,217500,2053,0,0,0,0.15,3,620800,193400,-21,0,-0.0103346456692913,22
156,2023-03-20,0,11,2071,2085,2028,2032,463900,2032,0,0,0,0,0,0,0,89,1,0.041961338991042,39
157,2023-03-17,4,10,2094,2135,2085,2121,270600,2121,960800,555800,0.58,0,0,0,0,-2121,0,-inf,-27
158,2023-03-10,4,9,0,0,0,0,0,0,941800,569700,0.6,0,0,0,0,0,0,,0
159,2023-03-03,4,8,0,0,0,0,0,0,918800,535900,0.58,0,0,0,0,0,0,,0
160,2023-02-24,4,7,0,0,0,0,0,0,922100,621600,0.67,0,0,0,0,0,0,,0
161,2023-02-17,4,6,0,0,0,0,0,0,1023400,576000,0.56,0,0,0,0,0,0,,0
162,2023-02-10,4,5,0,0,0,0,0,0,1302700,751400,0.58,0,0,0,0,0,0,,0
163,2023-02-03,4,4,0,0,0,0,0,0,1441500,780500,0.54,0,0,0,0,0,0,,0
164,2023-01-27,4,3,0,0,0,0,0,0,1490000,935100,0.63,0,0,0,0,0,0,,0
165,2023-01-20,4,2,0,0,0,0,0,0,1575000,716200,0.45,0,0,0,0,0,0,,0
166,2023-01-13,4,1,0,0,0,0,0,0,1729100,648800,0.38,0,0,0,0,0,0,,0
167,2023-01-06,4,0,0,0,0,0,0,0,1734100,549600,0.32,0,0,0,0,0,0,,0
168,2022-12-30,4,-1,0,0,0,0,0,0,1734800,539500,0.31,0,0,0,0,0,0,,0
169,2022-12-23,4,-2,0,0,0,0,0,0,1754400,542400,0.31,0,0,0,0,0,0,,0
170,2022-12-16,4,-3,0,0,0,0,0,0,1811000,631900,0.35,0,0,0,0,0,0,,0
171,2022-12-09,4,-4,0,0,0,0,0,0,1867400,701400,0.38,0,0,0,0,0,0,,0
172,2022-12-02,4,-5,0,0,0,0,0,0,1886900,799900,0.42,0,0,0,0,0,0,,0
173,2022-11-25,4,-6,0,0,0,0,0,0,2058800,868900,0.42,0,0,0,0,0,0,,0
174,2022-11-18,4,-7,0,0,0,0,0,0,2042700,1050200,0.51,0,0,0,0,0,0,,0
175,2022-11-11,4,-8,0,0,0,0,0,0,1822700,1220000,0.67,0,0,0,0,0,0,,0
176,2022-11-04,4,-9,0,0,0,0,0,0,1797900,1407300,0.78,0,0,0,0,0,0,,0
177,2022-10-28,4,-10,0,0,0,0,0,0,1840300,1331000,0.72,0,0,0,0,,0,,0
